date,home,away,text
2018-02-03,Watford,Chelsea FC,"Things looked so good for both these clubs last May. Antonio Conte was basking in leading Chelsea to the title in his first season while Watford secured the services of Marco Silva ahead of a host of other suitors. Wind the clock forward nine months, however, and things have unravelled both in west London and Hertfordshire, with Silva gone and replaced last month by Javi Gracia and Conte seemingly talking his way to the exit door at Stamford Bridge. Chelsea do, however, remain in the top four but Spurs are breathing down their necks and Conte’s side could use a return to winning ways on Monday after the disastrous defeat to Bournemouth. Paul Chronnell"
2018-02-03,Liverpool FC,Tottenham Hotspur,"Tottenham will arrive on a high following defeat of Manchester United plus a comprehensive victory over Liverpool at Wembley in October. Since that 4-1 reverse, however, Jürgen Klopp’s side have lost only once in 16 league games, scoring 43 goals in that period, and arrested a recent dip with victory at Huddersfield. Only two points separate the teams in the race for Champions League qualification and it would be a significant step towards that goal for Liverpool should they repeat the heights of their last home league display against Manchester City. Andy Hunter"
2018-02-03,Crystal Palace,Newcastle United,"Neither Rafael Benítez or Roy Hodgson will be satisfied with their business in the transfer window, though the possibility of Islam Slimani playing some part at Selhurst Park may cheer the Spaniard. Hodgson has now lost Bakary Sako to a broken ankle, a sixth long-term absentee, until into next season and may have to turn sooner than he would have liked to his three young new signings. A year ago, Sunderland came to south London and won 4-0. Newcastle will hope to repeat that trick. Dominic Fifield"
2018-02-09,Swansea,Burnley FC,"Swansea’s revival under Carlos Carvalhal has been hugely impressive and seen them glean 11 points from six matches but Burnley will pose a different kind of test to their last three home fixtures in the league, which were against Spurs, Liverpool and Arsenal. Sean Dyche’s side have not won in a Premier League game since December but they remain awkward opponents – only the two Manchester clubs have conceded fewer goals this season. Carvalhal could give debuts to André Ayew and Andy King, while Stephen Ward is fit again for Burnley. Stuart James"
2018-02-09,Everton FC,Crystal Palace,"Apologies are required all round from Everton as they attempt to put breathing space between themselves and Roy Hodgson’s injury-hit team. Sam Allardyce owes one to Hodgson having not contacted his England predecessor personally in the 17 months since being caught mocking his speech. Everton’s players also need to atone for their apology of a performance, and latest in a series of capitulations, at Arsenal last weekend. Palace are missing nine senior players through injury and Goodison Park will be short on forgiveness should Everton fail to capitalise on their good fortune. Andy Hunter"
2018-02-09,West Ham United,Watford,Watford will be full of confidence after walloping Chelsea on Monday night. Javi Gracia is settling in nicely after replacing Marco Silva and Watford visit a West Ham side who are three points above the bottom three after last weekend’s defeat at Brighton. David Moyes desperately needs his players to show some fight. At least the arrival of Patrice Evra on a free transfer might help in that regard. Jacob Steinberg
2018-02-09,Tottenham Hotspur,Arsenal FC,Harry Kane vs Pierre-Emerick Aubameyang is at the top of the bill but this is a fascinating clash on so many levels and it has the trappings of a six-pointer in terms of the race for a top-four finish. Tottenham have come to feel at home at Wembley but Arsenal have won on each of their previous nine visits to the national stadium. How Arsène Wenger’s side need to find some stability and personality away from home. David Hytner
2018-02-09,Stoke City,Brighton & Hove Albion,Last week’s defeat at Bournemouth burst the bubble of optimism since Paul Lambert’s arrival and also saw Stoke drop back into the bottom three. Brighton are five places above them but only three points ahead and Chris Hughton’s side are one of those Lambert will be hoping to reel in over the final 12 games. Saturday would be a good place to start. Paul Chronnell
2018-02-09,Manchester City,Leicester City,Pep Guardiola stated pleasure at the display in last Saturday’s draw at Burnley yet a born-winner will want Manchester City to return to victorious ways especially as the Champions League resumes next week. How things have changed for Leicester City and Riyad Mahrez since the latter tore City apart in the same fixture two years ago during the Foxes’ title-winning season. The Algerian is available again but unlikely to start after only returning to training on Friday due to his disgruntlement over a failed move to the league leaders. Jamie Jackson
2018-02-10,Newcastle United,Manchester United,"A thigh strain permitting, Islam Slimani hopes to makes his Newcastle debut. Can the Algeria striker and Leicester loanee help Rafael Benítez put an old foe, José Mourinho, in his place? Might Slimani be capable of scoring the goals needed to ensure Benitez’s team avoid relegation? Will Mourinho win a Premier League game at St James’ Park for the first time? Can Mo Diamé continue to impress in central midfield for the Tynesiders? Is it really a little over two decades since Newcastle and Manchester United were vying for the Premier League title? Louise Taylor"
2018-02-10,Southampton FC,Liverpool FC,"Liverpool head to the south coast with Jürgen Klopp joking that perhaps they should move their scouting department into the area in reference to the number of players they have signed from Saints recently. Virgil van Dijk became the sixth and last of them in January, and the £75m Dutchman is assured of a rough reception from the home crowd for the manner of his departure, while Adam Lallana, sent off in midweek for the under-23s, may find a place on the bench. Southampton won last week, a six-pointer at West Brom, and are likely to be unchanged with Mauricio Pellegrino, a former Liverpool defender himself, conscious of the need to back that up with another three points as five of their next six league games are away from home. Mark Tallentire"
